user,Review,SENTIMEN
helinaa63,Cepat dan amanah,positif
lusianadwi23,sangat bagus,positif
rafine21,good,positif
nurulolivia,"Shopee sekarang bikin kecewa sekali, pengirimannya lambat sekali ya ampun. Mengecewakan sekali, untuk kedepannya semoga pengirimannya agak cepat lagi.",positif
rnanda,Bagus dan mamtap,positif
nazwaalma,Semoga lebih baik pelayanannya dan aplikasinya di perbaiki.,positif
Niasa1415_,Aplikasi ini bagus,positif
Jeslynaii,Ok,positif
khikmahfatma,mantap,positif
tessasartika,Ongkir tolong di permurah... Biar makin banyak yg shoping lewat shopee,positif
Skinsarr,"Lemooooooooot bgt, apk sampah",positif
dessyrilly19,Sangat membantu saya yang susah waktu untuk belanja ke store secara langsung,positif
dcs,Suka bnget Ama shopee selain bnyak promo dan gratis ongkir 😂bnyak event game berhadia nya ..🥰sukses trus shopee,positif
GabyMaulida,Semua yg saya pesan sesuai pesanan terima kasih,positif
yuvitiabarliana,Aplikasi nya bagus,positif
Inevtan,Bagus,positif
isnas3,shope tlng d seleksi lgi produknya sayangi pelanggan setia aplikasi shopee trimkasih,positif
skolastikads,"cih apalah apk buat berbelanja malah jadi kek aplikasi sebelah (T*kTok). masih bisa ditoleransi kalau kontennya ramah & mendidik, tapi ini malah isi konten dewasa.",positif
FadillaAzelya,Mantap shopee mempermudah pembelian Semoga maju terus Shopee pilihan semua kalangan Terima kasih buat shopee,positif
heridaokta,Mantap,positif
viaelmahera,Akhir² ini notif pengiriman tidak karuan seperti di Shopee pengiriman pakai J&t tapi di cek di Shopee masih di jakarta padahal di J&t sudah berada di gresik. Mohon di perbaiki agar tidak membuat bingung,positif
fadzillaisna,Belanja di shofee barang nya ori,positif
0keybby,🫶🏻,positif
faridaazizahs,Ok,positif
rinitavivian,Kenapa gaks semua download diawal aja? Udah pun pake wifi cepet pake kuota pun gak jalan download nya pas metode pembayaran... Terus gmna mau co klo download 0% terus ha? Yg bener ae,positif
brigitameilinda,Pake spx lambat dikirim barangnya,positif
taniaylnr,Terimakasih banyak,positif
sitriwardani,memuaskan 😅😅😅,positif
azzahraps,Nice good,positif
nadaaafrd,Mengganggu,positif
Nonobeauty,buruk,positif
yoansrg,Beberapa hari shopee kok gangguan ya... Gak bisa diakses....,positif
sleepinks,Bagus,positif
Wita_Fitra,recomendid,positif
Putriry,Memang mudah dan enak caranya gak ribet buat orang se usia saya,positif
Belloine,Cocok untuk kamu mageran 🤣🤣🤣,positif
eldakriss,"Bagus2 bisa cod sering tidak sesuai klo sdh d buka tidak bisa d kembalikan, ongkir lebih mahal dri harga barang kalo ke kalimantan coba d murahin dikit",positif
waoderesty,Aplikasi sampah semua yang jadi driver cuma di jadin sampah aplikasi aja argo murah banget kalo bersaing ma grab gojek bersaing lah yang sehat shpe promosi gede driver ma restoran yang di peras,positif
DeviiNila,Bagus,positif
alyaduna,shoppe is the best,positif
mila06_,Janganlah MENIPU.,positif
berlianaprahesti_,Sangat membantu mencari kebutuhan,positif
Mohammad,Sangat puas,positif
pintamianito,Ok,positif
salsabilaarman,Penilaian Untuk Aplikasi Seller Banyak Yang Tidak Mau Jawab Pertanyaan Kita Tentang Produk Yg Mereka Jual.,positif
wenpastry,Kok gini sihhh mau download tapi gak jadi ter-Download,positif
dndsptrii,Sangat membatu saya yang mageran & Alhamdulillah shopee tidak mengecewakan,positif
xiaoxianmei,Suka banget sama aplikasi ini 😘😘,positif
Laurencia_Renata,Belanja onlien,positif
hilldaamaliaa,Mantap utk shopee,positif
grishilde_,"aplikasi gajelas mau ganti no hp malah verifikasi verifikasi, padahal udh diketik izinkan ubah malah loading seabad",positif
lauramhrtk,Sangat bagus,positif
azkaalifas,Pelit voucher dan gratis ongkir + biaya admin makin mahal,positif
ayunaid,AKUN/TOKO SAYA DIBATASI TIDAK BISA LOGIN TIBA TIBA,positif
refrain21,asikk se,positif
Relisa_Rosana,Terpercaya,positif
rifkaannisa__,"Aplikasinya sangat bagus tpi sayang untuk android dengan ram 2 gb sangat berat sekali, kadang loading lami, kadang suka ngelag gak bisa d jalankan, tolong perbaiki lagi karena aplikasi ini sangat ternama",positif
resia_ajeng19,bagus,positif
diraabey,terima kasih,positif
rifnida,semua okey,positif
deaapriliiia_,Bagus,positif
fira0_0,Loveyou shopee,positif
Edies,masalah bug jaringan padahal udah pakek wifi tapi masih aja eroro ngga bisa buat aktivin spay later nya,positif
rizkanura,Saya puas tapi saya mengalami kendala karna saya tidak bisa mengembalikan akun shopeepay saya yang sudah pernah terdaftar,positif
sendycs,Sangat puas,positif
Farah_Viyana,😁,positif
alitnoviasari17,email gua ilang tpi kartu sama nomer masih ada terus salah tf ke spay lumayan eh gbsa dibuka grgr suruh verif email pdhl udh ada nomer ribet lah anying,positif
ferennty,Bagus dan amanah sekali,positif
dindalrst,"Banyak iklan, pas masuk lag padahal jaringan bagus, ongkir sekarang pada mahal trs ribet hrs pake sea bank ga kaya dulu, udh 10x cek out flash sale ga dapet trs alesannya habis padahal d aplikasi Shopee nya loading, makin kesini makin kecewa makin banyak penipuan di Shopee, tolong perbaiki lagi system nya🙏🏻",positif
mamatanisha,sangat membantu kebutuhan sehari hari,positif
Annisa2117,Aplikasinya emang bagus sih dan udah pakai bertahun-tahun tapi makin kedepan biaya penangan tambah gede apa lagi kalau belanja banyak biaya penangan semakin banyak tolong lah di kurangain biaya penanganan nya?....,positif
ramayza,Mudah banget pengaplikasiannya,positif
Tri_Novitasari07,Good,positif
fadillah_azka,Shopee memang mantap 😁,positif
mahmudah_,Bagus,positif
vionaa23,Mantap,positif
cycynthiiaa,Bintang 4 soalnya jasa kirim daerah saya kurang baik,positif
amillariana,"Sudah update yang terbaru .. kok jadi lambat banget, gambarnya g muncul...",positif
hi_unaisah,diskon nya kurangg,positif
Sisil09,"Makin kesini makin kesono,gue orangnya emang paling males diframing,klo udah ngerasa diribetin mending gue tinggalin👍👍👍🚕",positif
vin99,sangat bermanfaat,positif
babyunna,"Perihal pembayaran untuk aplikasi di playstore .. ini benar benar ga di privasi bgt ya ..seharusnya setiap aplikasi yg memang berbayar harus dimintai pin dulu jadi ga asal narik narik shopeepay ..anak saya pegang hp saya cuma 10 menit uang saya di shopee pay habis sampai Rp 1.500.000 .. anak saya ga ngerti dan asal klik klik aja , harusnya kan ada keamanan yg memang setiap mau ke link shopee pay harus dimintai pin dulu .. ini bener bener ngelos bgt ,alhasil saya rugi 1.5 juta karna shopee",positif
dekadestya,Sopi ceode,positif
intansyahp,Parah yaaa promo gak bisa di pake teros skg. Klo mau disc atau free ongkir kudu seabank,positif
tesadong,Ok banget,positif
shinta_uli,Ok,positif
LikaRolenta,sangat membantu,positif
yoyosugiyanto,baik banget,positif
Lubnaa,"Kecewa banget dengan pelayanan jasa kurir shopee,, keterangan paket udah diantar ke alamat tujuan,tapi udah 2x gagal terus ,,kapok belanja di shopee😒😒😒😒😒😒😒💩💩💩💩💩💩💩",positif
ratnasrd,Shopee mantaaap Layanan smakin baik,positif
leonydekaryn,Bintang di turunin krna paylter GK bisa di aktifkan padahal selalu aktif transaksi di shope,positif
lydia_valentina,Mantap,positif
apprians,Mantapzzzzzzzz,positif
AmandaWedns,Mantap,positif
rina011,mantap,positif
maciaqa,Masih tetap sama....sudah bolak balik relogin..clear cache...aplikasi jg yang terbaru...belanja rutin...pembayaran tepat waktu... tetep aja SPinjam tidak tersedia gitu terus..🤦‍♂️🤦‍♂️🤦‍♂️,positif
annisa1107,Ok bgt Shopie mah selalu di hati,positif
desikaar22,Mengapa tidak bisa cekot padahall dah update apk Shopee dan verifikasi no WA ke shoppe,positif
alfaterra,keren,positif
hannachristigun,Puas hanya sering2 kasih gratis ongkir di COD nya ya,positif
DewiLaila,Cara blokir shopee gimana?,positif
Shesaardani,Sudah didonlot/Unduh.,positif
dinimaulidini_,baik,positif
sylviniaayu,Simple and Benefit,positif
estyrairaka,keren,positif
helennn11,Sukses selalu shopee.,positif
lusi_10710,Dengan shopee jadi lebih mudah untuk belanja,positif
babyvenn,Jossdd,positif
carlaprilsilla,Sangat menarik,positif
Khanzazea,🤗🤗🤗,positif
ffanissa,Bebas ongkir,positif
nurrul a,✨💎💎✨💎💎✨ 💎💎💎💎💎💎💎 💎💎💎💎💎💎💎 ✨💎💎💎💎💎✨ ✨✨💎💎💎✨✨ ✨✨✨💎✨✨✨,positif
niyem90,Terpercaya,positif
alyasafiiraa,"Kenapa sekarang barang di luar negeri tidak bisa ada lagi, seperti dari negara cina, padahal murah murah disana",positif
heymonika,Selalu menjadi solusi untuk semua kebutuhan,positif
citraanggraenii,Parah voucernya ga bs dipake,positif
Nanassjae,"Bagus ,mudah ,dan aman",positif
Neko_senyum09,"Bagusnya di CEK DULU BARU BAYAR, Jeleknya di ONGKIR UGAL²AN DAN KALO MO COD BANYAK PERSYARATAN...! BORO² GRATIS ONGKIR..! LEBIH MAHAL DARI PRODUK ORDERAN..! ORANG BELANJA DI ONLINE NYAMAN KARENA ONGKIR..! NYAMAN DI APK SEBELAH..!",positif
kmalaputri,Ok,positif
FebrianiSafitri,mantap,positif
Meggamrs,Good,positif
dyadydy,Aplikasi lengkap...siipp lah.. Cm S pinjam saya belum bisa dipake knapa ya..?😁,positif
almirakys,"kak mau tanya, kenapa setiap saya mau upload bukti transfer ke pihak shopee gagal teruuuuusssss",positif
anes25,Ntah kenapa ga bisa cekout,positif
indischelpartij,"Min, kalau bisa kerja sama pake dana aja. Soalnya kalau pake mobile banking banyak gangguanya",positif
gitaelisa,Mantul,positif
Navikafariza,Sangat membantu dalam berbelanja on line. Aplikaso sangat mudah di mengerti,positif
maulahanifa,Sangat membantu sekali,positif
nabilakalya,baguslah,positif
aulianvxt,Sangat bagus dan membantu,positif
diviasofie29,Iklan sangat mengganggu,positif
Ratnaftr,"Sy suka aplikasi shopee,, pelayanan nya ,,cepet ,,dan brng nya sm persis dgn yg d gbr ,,smg shopee sll yg terbaik Aamiin",positif
anitaynrt__,Aplikasi nya bagus banget blanja produk nya banyak dan lancar,positif
fadya_s,lebih ditingkatkan lagi promo & gratis ongkirnya,positif
chevonne25,Okay 👍,positif
bella_sandra,Joshhhep,positif
koaladelin,sejauh ini shopee masi no 1 menurut saya,positif
Sunnunun,mantap,positif
Nanda_muslih,Agus mone,positif
tiaraasnr,saya senang berbelanja di shopee,positif
avindiasari,👍👍👍👍👍,positif
windiiw_,bagus,positif
murtiyst,Baru memulainya,positif
Nataliza,mantap,positif
Sellayuliana23,Mudah berbelanja di shopee sesuai harapan,positif
QuinncyTiory07,"Mempermudah mencari barang2 yg saya butuhkan Hanya tinggal buka aplikasi dan tunggu barang dtg, apalagi ada layanan pembayaran COD nya, Saya jd ga prlu repot2 ke atm. Juga ada SpayLater yg sangat membantu dan berguna sekali di saat mendesak",positif
ZoeM,SEMOGA SEMAKIN MEMUDAHKAN PEMBELI MENCARI BARANG DAN PRODUK DENGAN PARA PENJUAL YG AMANAH DAN REKOMENDED. # SUKSES TERUS SHOPEE,positif
Aldafirdayanti,Bagus dan barang barangnya aslicuuuuy download sekarang cuy😄👍,positif
fanisanjani,Mau kasih saran aja untuk jatuh tempo SPayLater harus sama dengan tanggal pemesanan. Misal pesan tanggal 10 jatuh temponya tanggal 10 juga.,positif
bubyaldoo,ill,positif
thankunext,🩷🩷,positif
syabaikanafsaa,semoga lancar terus,positif
dichaw,Apl yang bagus bisa menjual barang denfan transaksi yang baik,positif
icaagustin,ok,positif
baee,Aplikasi tolol,positif
Intannn8,"Senang belanja dishopee, semua nya lengkap, murah dan praktis gak harus keluar rumah",positif
Ulfah_R,Xn.,positif
Vikkol13,",😭😭😭",positif
sasmitatw10,Iklan lu ribet tolol,positif
Elsarizki,shope terbaik,positif
maybe_erika,Sangat senang,positif
talitha07,Nice,positif
fatimahranti,Gak ada gratis ongkir leg banget,positif
hasnaun_,"Alhamdulillah selama saya bergabung d Shopee belum ada masalah yang saya temui. Saya merasa nyaman belanja di Shopee, karna seller nya amanah. InsyaAllah langganan.",positif
maharrani7,"2x dikasih bintang 1 ga ngotak ni aplikasi, Iklan mulu jd nyampah dihp gua. Maksa mnt download apk",positif
Therterter,Malas a kok punya sy tdk bisa nonton live jualan ??,positif
lulakamalasari,bagussssss poll,positif
adelianurvitra,Keren,positif
dewijuniarti76,GAME SHOPEE COCOKI GK jelas .game kook bkin emosi,positif
narisyasw,"Tolong Untuk Membuat tanda X Agar diperbesar Agar tidak membuat saya menunggu iklan tanda nya kecil, sekali Tap malah kesini!!! . . Titik",positif
nabilaamandasarii,Wa,positif
Umi25,memuaskan,positif
majayy,Bagus,positif
sylviamentari,Banyak pilihan dan lengkap,positif
anisr27,Shopee the best dlm belanja online,positif
megamarzaa,Siap,positif
Rhyri,Sangat susah mengembalikan akun yang nomor telepon nya sudah mati!!! Bahkan tidak bisa mendapatkan solusi saat di hubungi,positif
Nadzwarelina,"saya uninstal, mohon maaf karena sekarang menjadi platinum gratis ongkirnya sangat sedikit",positif
Ekanp,"kurang nyaman dengan notif yang ad diluar aplikasi,sangat mengganggu padahal sudah di non aktfkan tp msih saja muncul",positif
nuradi14h,Sip deh pokoknya,positif
ranianuriah,Terekomendasi,positif
roubiqi,Keren banyak promonya,positif
Pipitaml,Membantu sekali,positif
corinthiaxmar,Ngagangu aing ker maen,positif
Danishaboo,Mantap,positif
bellamartha2618,Shopee top markotop.,positif
Pramesuari,aplikasinya sekarang lemot banget,positif
dina1999,hiburan juga,positif
Xenanuriana,Sngt bagus,positif
lailynfl,Sangat menyenangkan,positif
Ltsyaprtw,"Setelah aplikasi di update kenapa shopay saya tdk bsa melakukan pembayaran,,,informasinya jaringan bermasalah,,,jd ribet",positif
chynsly,keren shopee,positif
Elvianamooo,Sangat membantu,positif
yulindachris,Banyakan iklan,positif
Sandrahf980,"Sejak toko sebelah tutup shop biaya penanganannya mahal banget , sampai expert nya mahal wkwkwkkwk😈😈😈😈",positif
fransiscafaby,"Tolong itu toko2 yg ga jelas di tindakin, kesian yg pada ketipu..",positif
dini47,Oke bosku,positif
galistyacitta,Ka.. Maaf nih. Padahal dulu kesayangan banget lho. Tapi kamu skrg berubah...,positif
ruryrury,"Ada apa ni dengan shopee,Fitur pesan tidak berpungsi dengan baik,pesan chat gagal kirim melulu",positif
Duwik48,Dgn adanya Shopee ini belanja juga lebih mudah Terima kasih shopee 🙏🙏🙏,positif
karimacandra,Shopee amanah....,positif
Adiansyah,Bagus,positif
Arnysannyda,Sangat membantu untuk mencari produk yang aku butuhkan,positif
Freyona,Makin susah shopee sekrg. Lag nya parah. Dn suka gangguan .tolong perbaikin lagi,positif
zahrahmaulida,"Tolong kalo mau pembatalan jangan ada ajukan, saya sudah terkena penipu, di batalkan tapi dia menolak.",positif
kireierza,Bagus,positif
Wooameng,Terima kasih shopee,positif
Desifit55,untuk Shopee TOLONGGG sebesar besar nya kenapa saya baru beli kuota tapi masih aja loading gajelas banget,positif
hosea,Blanja di shopee..gk nyesel deh barang sllu dtg dgn cepat..barang sllu sesuai poko ny shopee mantap deh tapi syh blom dpt pinjaman nih,positif
rinelrhy,bagus,positif
azareeyn,Baik,positif
jjkeukeu,Aplikasi bagus,positif
eunikeeh,Saya suka belanja di shoppee,positif
aurelaurora,"Jujur aja belanja apa-apa selalu pake shope karena simple dan praktis, tapi bikin kesel ya lemot make banget, pencet sana sini selalu loading, ntah terlalu berat atau gimana, liat aplikasi lain lancar² aja padahal, tolong dong perbaiki lagi, agar pengguna aplikasi shope bisa nyaman..",positif
joannadineselena,Cepat layanan dan amanah Kurirnya juga ramah,positif
ginakhtrna,Ok top,positif
Muthahhari,"woy ajg disiplin nya yg bener goblog, gw ga salah nulis alamat di alamat nya juga udah lengkap, gw orang yg suka santey, tapi jujur sama disiplin ajg, kirain kenapa ga sampe² eh pas di baca karena alamt gw ga lengkap dasar goblog, kalo cape atau ga sempet bilang goblog, jangan nyalahin gw karena ganulis alamat lengkap brengsek. Kalo cape, atau ga keburu di chat gitu sumpah berani copot kepala gw skrng juga santei gw ma. lah lu shoppe malah ke apa,terutama driver nya gooobbblookk!!! Benerin lagi",positif
Syadonara,Bagus tapi kalau sering beli paketnya lama sampainya,positif
milahly,"Promo nya ke banyakan syarat,,💩",positif
gustinamawar12,Sangatlah Bagus,positif
kaylaamand_,Puas pakai shopee,positif
MiftaSudardi,Harga ny gak pas sama gambar ny,positif
adlinenaaa,good luck,positif
nastasha,Sangat membantu,positif
hi_caa,sy rasa shopee yg terbaik,positif
Hijja,Mantap,positif
m0lly27,"Baru juga belanja di apk shopee ini,eh udah gagal aja pengirimannya udah 3X lakukan pembelian masih tetap sama.",positif
wildaa_mk,Saya sangat suka,positif
prasetaokta,Untuk saat ini tidak ada masalah.,positif
ainunzhrnia,Aplikasi ini sangat bagus,positif
lilpotato,Oke,positif
ellaastics,bermamfaat bagi ibu2 yg gk bisa keluar rumah,positif
Feraindriani,"Pengiriman shopee sangat lama beda denga tokopedia ,uninstal aealah nih shopee g guna",positif
lucidhatul25,"Tolong untuk shope, voucher gratis ongkir nya di perbanyak, trus juga jgn di persulit pembayaran nya. Masaa setelah update shope ini jdi susah di payment sihhh. Nyebelin bngt sekarang Shopee rasa banyak berulah bngtt semenjak tiktok shop di tutup!!!!🙏🏻",positif
mayubilqis,sangat baik,positif
Krissaringgitaa,AQ kasih bintang empat ya kak. Karena apa kok sering terjadi eror,positif
Rosaria,"""pesanan sedang di antar ke alamat tujuan"" tp di tunggu seharian gak datang2 juga, abis itu ganti ""pengiriman gagal karena pembeli tidak di tempat/tidak dapat di hubungi"" padahal seharian nunggu gak ada kurir menghubungi saya atau datang nganter paket ke alamat saya. jadi kesimpulannya TAIK !",positif
